RUN,TP,CODE,DYNAMIC PRESSURE,TEMP TS,BALANCE TEMP,PRESS TS,N1,N2,S1,S2,A1,R1,Lift,Drag,Side,Pitch,Yaw,Roll
10.000,1.000,0.000,4.940,78.107,79.580,14.893,-0.000,-0.000,-0.001,-0.000,-0.007,0.000,0.086,-0.288,-0.110,0.096,0.128,0.000
